agent_slug,tool_name,risk_class,decision,policy_version
genesis-ai-vision,finance_sync_bank_fees,payment,DENY,1.0.0
genesis-ai-vision,genesis_call,subagent,DENY,1.0.0
genesis-ai-vision,github_tool,deployment,DENY,1.0.0
genesis-ai-vision,hr_bamboohr_query,network,ALLOW,1.0.0
genesis-ai-vision,hr_greenhouse_query,network,ALLOW,1.0.0
genesis-ai-vision,hr_lever_query,network,ALLOW,1.0.0
genesis-ai-vision,hr_template_generate,filesystem_write,ALLOW,1.0.0
genesis-ai-vision,pricing_deploy_pricing_update,payment,DENY,1.0.0
genesis-ai-vision,pricing_get_alerts,read_only,ALLOW,1.0.0
genesis-ai-vision,pricing_get_audit_log,read_only,ALLOW,1.0.0
genesis-ai-vision,pricing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-ai-vision,pricing_run_elasticity_experiment,payment,DENY,1.0.0
genesis-ai-vision,run_code,shell,DENY,1.0.0
genesis-ai-vision,screenshot_url,network,ALLOW,1.0.0
genesis-ai-vision,send_email,network,DENY,1.0.0
genesis-ai-vision,vision_analyze,network,ALLOW,1.0.0
genesis-ai-vision,vision_compare,network,ALLOW,1.0.0
genesis-ai-vision,vision_ocr,network,ALLOW,1.0.0
genesis-ai-vision,web_fetch,network,ALLOW,1.0.0
genesis-ai-vision,web_search,network,ALLOW,1.0.0
genesis-ai-vision,workflow_make_export,filesystem_write,ALLOW,1.0.0
genesis-ai-vision,workflow_n8n_export,filesystem_write,ALLOW,1.0.0
genesis-ai-vision,workflow_webhook_trigger,network,ALLOW,1.0.0
genesis-ai-vision,workflow_zapier_export,filesystem_write,ALLOW,1.0.0
genesis-ai-vision,workspace_shell,shell,DENY,1.0.0
genesis-analyst,billing_deploy_plan_change,payment,DENY,1.0.0
genesis-analyst,billing_generate_revops_report,read_only,ALLOW,1.0.0
genesis-analyst,billing_get_alerts,read_only,ALLOW,1.0.0
genesis-analyst,billing_get_audit_log,read_only,ALLOW,1.0.0
genesis-analyst,billing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-analyst,billing_import_ar_ledger,payment,DENY,1.0.0
genesis-analyst,code_format,read_only,ALLOW,1.0.0
genesis-analyst,commerce_configure_tax_engine,payment,DENY,1.0.0
genesis-analyst,commerce_get_alerts,read_only,ALLOW,1.0.0
genesis-analyst,commerce_get_audit_log,read_only,ALLOW,1.0.0
genesis-analyst,commerce_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-analyst,conduit,browser,ALLOW,1.0.0
genesis-analyst,data_bigquery_query,read_only,ALLOW,1.0.0
genesis-analyst,data_dbt_compile,filesystem_write,ALLOW,1.0.0
genesis-analyst,data_get_editor_context,read_only,ALLOW,1.0.0
genesis-analyst,data_get_gcp_connection,read_only,ALLOW,1.0.0
genesis-analyst,data_list_resource_templates,read_only,ALLOW,1.0.0
genesis-analyst,data_pipeline_design,filesystem_write,ALLOW,1.0.0
genesis-analyst,data_quality_check,read_only,ALLOW,1.0.0
genesis-analyst,data_read_resource,read_only,ALLOW,1.0.0
genesis-analyst,data_s3_signed_url,payment,DENY,1.0.0
genesis-analyst,domain_check_availability,read_only,ALLOW,1.0.0
genesis-analyst,domain_configure_dns,deployment,DENY,1.0.0
genesis-analyst,domain_generate_candidates,read_only,ALLOW,1.0.0
genesis-analyst,domain_get_cost_summary,read_only,ALLOW,1.0.0
genesis-analyst,file_write,filesystem_write,ALLOW,1.0.0
genesis-analyst,finance_generate_finance_report,read_only,ALLOW,1.0.0
genesis-analyst,finance_get_alerts,read_only,ALLOW,1.0.0
genesis-analyst,finance_get_audit_log,read_only,ALLOW,1.0.0
genesis-analyst,finance_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-analyst,finance_import_x402_transactions,payment,DENY,1.0.0
genesis-analyst,finance_sync_bank_fees,payment,DENY,1.0.0
genesis-analyst,genesis_call,subagent,DENY,1.0.0
genesis-analyst,github_tool,deployment,DENY,1.0.0
genesis-analyst,hr_bamboohr_query,network,ALLOW,1.0.0
genesis-analyst,hr_greenhouse_query,network,ALLOW,1.0.0
genesis-analyst,hr_lever_query,network,ALLOW,1.0.0
genesis-analyst,hr_template_generate,filesystem_write,ALLOW,1.0.0
genesis-analyst,pricing_deploy_pricing_update,payment,DENY,1.0.0
genesis-analyst,pricing_get_alerts,read_only,ALLOW,1.0.0
genesis-analyst,pricing_get_audit_log,read_only,ALLOW,1.0.0
genesis-analyst,pricing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-analyst,pricing_run_elasticity_experiment,payment,DENY,1.0.0
genesis-analyst,run_code,shell,DENY,1.0.0
genesis-analyst,screenshot_url,network,ALLOW,1.0.0
genesis-analyst,send_email,network,DENY,1.0.0
genesis-analyst,vision_analyze,network,ALLOW,1.0.0
genesis-analyst,vision_compare,network,ALLOW,1.0.0
genesis-analyst,vision_ocr,network,ALLOW,1.0.0
genesis-analyst,web_fetch,network,ALLOW,1.0.0
genesis-analyst,web_search,network,ALLOW,1.0.0
genesis-analyst,workflow_make_export,filesystem_write,ALLOW,1.0.0
genesis-analyst,workflow_n8n_export,filesystem_write,ALLOW,1.0.0
genesis-analyst,workflow_webhook_trigger,network,ALLOW,1.0.0
genesis-analyst,workflow_zapier_export,filesystem_write,ALLOW,1.0.0
genesis-analyst,workspace_shell,shell,DENY,1.0.0
genesis-billing,billing_deploy_plan_change,payment,DENY,1.0.0
genesis-billing,billing_generate_revops_report,read_only,ALLOW,1.0.0
genesis-billing,billing_get_alerts,read_only,ALLOW,1.0.0
genesis-billing,billing_get_audit_log,read_only,ALLOW,1.0.0
genesis-billing,billing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-billing,billing_import_ar_ledger,payment,DENY,1.0.0
genesis-billing,code_format,read_only,ALLOW,1.0.0
genesis-billing,commerce_configure_tax_engine,payment,DENY,1.0.0
genesis-billing,commerce_get_alerts,read_only,ALLOW,1.0.0
genesis-billing,commerce_get_audit_log,read_only,ALLOW,1.0.0
genesis-billing,commerce_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-billing,conduit,browser,ALLOW,1.0.0
genesis-billing,data_bigquery_query,read_only,ALLOW,1.0.0
genesis-billing,data_dbt_compile,filesystem_write,ALLOW,1.0.0
genesis-billing,data_get_editor_context,read_only,ALLOW,1.0.0
genesis-billing,data_get_gcp_connection,read_only,ALLOW,1.0.0
genesis-billing,data_list_resource_templates,read_only,ALLOW,1.0.0
genesis-billing,data_pipeline_design,filesystem_write,ALLOW,1.0.0
genesis-billing,data_quality_check,read_only,ALLOW,1.0.0
genesis-billing,data_read_resource,read_only,ALLOW,1.0.0
genesis-billing,data_s3_signed_url,payment,DENY,1.0.0
genesis-billing,domain_check_availability,read_only,ALLOW,1.0.0
genesis-billing,domain_configure_dns,deployment,DENY,1.0.0
genesis-billing,domain_generate_candidates,read_only,ALLOW,1.0.0
genesis-billing,domain_get_cost_summary,read_only,ALLOW,1.0.0
genesis-billing,file_write,filesystem_write,ALLOW,1.0.0
genesis-billing,finance_generate_finance_report,read_only,ALLOW,1.0.0
genesis-billing,finance_get_alerts,read_only,ALLOW,1.0.0
genesis-billing,finance_get_audit_log,read_only,ALLOW,1.0.0
genesis-billing,finance_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-billing,finance_import_x402_transactions,payment,DENY,1.0.0
genesis-billing,finance_sync_bank_fees,payment,DENY,1.0.0
genesis-billing,genesis_call,subagent,DENY,1.0.0
genesis-billing,github_tool,deployment,DENY,1.0.0
genesis-billing,hr_bamboohr_query,network,ALLOW,1.0.0
genesis-billing,hr_greenhouse_query,network,ALLOW,1.0.0
genesis-billing,hr_lever_query,network,ALLOW,1.0.0
genesis-billing,hr_template_generate,filesystem_write,ALLOW,1.0.0
genesis-billing,pricing_deploy_pricing_update,payment,DENY,1.0.0
genesis-billing,pricing_get_alerts,read_only,ALLOW,1.0.0
genesis-billing,pricing_get_audit_log,read_only,ALLOW,1.0.0
genesis-billing,pricing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-billing,pricing_run_elasticity_experiment,payment,DENY,1.0.0
genesis-billing,run_code,shell,DENY,1.0.0
genesis-billing,screenshot_url,network,ALLOW,1.0.0
genesis-billing,send_email,network,DENY,1.0.0
genesis-billing,vision_analyze,network,ALLOW,1.0.0
genesis-billing,vision_compare,network,ALLOW,1.0.0
genesis-billing,vision_ocr,network,ALLOW,1.0.0
genesis-billing,web_fetch,network,ALLOW,1.0.0
genesis-billing,web_search,network,ALLOW,1.0.0
genesis-billing,workflow_make_export,filesystem_write,ALLOW,1.0.0
genesis-billing,workflow_n8n_export,filesystem_write,ALLOW,1.0.0
genesis-billing,workflow_webhook_trigger,prohibited,DENY,1.0.0
genesis-billing,workflow_zapier_export,filesystem_write,ALLOW,1.0.0
genesis-billing,workspace_shell,shell,DENY,1.0.0
genesis-builder,billing_deploy_plan_change,payment,DENY,1.0.0
genesis-builder,billing_generate_revops_report,read_only,ALLOW,1.0.0
genesis-builder,billing_get_alerts,read_only,ALLOW,1.0.0
genesis-builder,billing_get_audit_log,read_only,ALLOW,1.0.0
genesis-builder,billing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-builder,billing_import_ar_ledger,payment,DENY,1.0.0
genesis-builder,code_format,read_only,ALLOW,1.0.0
genesis-builder,commerce_configure_tax_engine,payment,DENY,1.0.0
genesis-builder,commerce_get_alerts,read_only,ALLOW,1.0.0
genesis-builder,commerce_get_audit_log,read_only,ALLOW,1.0.0
genesis-builder,commerce_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-builder,conduit,browser,ALLOW,1.0.0
genesis-builder,data_bigquery_query,read_only,ALLOW,1.0.0
genesis-builder,data_dbt_compile,filesystem_write,ALLOW,1.0.0
genesis-builder,data_get_editor_context,read_only,ALLOW,1.0.0
genesis-builder,data_get_gcp_connection,read_only,ALLOW,1.0.0
genesis-builder,data_list_resource_templates,read_only,ALLOW,1.0.0
genesis-builder,data_pipeline_design,filesystem_write,ALLOW,1.0.0
genesis-builder,data_quality_check,read_only,ALLOW,1.0.0
genesis-builder,data_read_resource,read_only,ALLOW,1.0.0
genesis-builder,data_s3_signed_url,payment,DENY,1.0.0
genesis-builder,domain_check_availability,read_only,ALLOW,1.0.0
genesis-builder,domain_configure_dns,deployment,ALLOW,1.0.0
genesis-builder,domain_generate_candidates,read_only,ALLOW,1.0.0
genesis-builder,domain_get_cost_summary,read_only,ALLOW,1.0.0
genesis-builder,file_write,filesystem_write,ALLOW,1.0.0
genesis-builder,finance_generate_finance_report,read_only,ALLOW,1.0.0
genesis-builder,finance_get_alerts,read_only,ALLOW,1.0.0
genesis-builder,finance_get_audit_log,read_only,ALLOW,1.0.0
genesis-builder,finance_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-builder,finance_import_x402_transactions,payment,DENY,1.0.0
genesis-builder,finance_sync_bank_fees,payment,DENY,1.0.0
genesis-builder,genesis_call,subagent,DENY,1.0.0
genesis-builder,github_tool,deployment,ALLOW,1.0.0
genesis-builder,hr_bamboohr_query,network,ALLOW,1.0.0
genesis-builder,hr_greenhouse_query,network,ALLOW,1.0.0
genesis-builder,hr_lever_query,network,ALLOW,1.0.0
genesis-builder,hr_template_generate,filesystem_write,ALLOW,1.0.0
genesis-builder,pricing_deploy_pricing_update,payment,DENY,1.0.0
genesis-builder,pricing_get_alerts,read_only,ALLOW,1.0.0
genesis-builder,pricing_get_audit_log,read_only,ALLOW,1.0.0
genesis-builder,pricing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-builder,pricing_run_elasticity_experiment,payment,DENY,1.0.0
genesis-builder,run_code,shell,ALLOW,1.0.0
genesis-builder,screenshot_url,network,ALLOW,1.0.0
genesis-builder,send_email,network,DENY,1.0.0
genesis-builder,vision_analyze,network,ALLOW,1.0.0
genesis-builder,vision_compare,network,ALLOW,1.0.0
genesis-builder,vision_ocr,network,ALLOW,1.0.0
genesis-builder,web_fetch,network,ALLOW,1.0.0
genesis-builder,web_search,network,ALLOW,1.0.0
genesis-builder,workflow_make_export,filesystem_write,ALLOW,1.0.0
genesis-builder,workflow_n8n_export,filesystem_write,ALLOW,1.0.0
genesis-builder,workflow_webhook_trigger,network,ALLOW,1.0.0
genesis-builder,workflow_zapier_export,filesystem_write,ALLOW,1.0.0
genesis-builder,workspace_shell,shell,ALLOW,1.0.0
genesis-commerce,billing_deploy_plan_change,payment,DENY,1.0.0
genesis-commerce,billing_generate_revops_report,read_only,ALLOW,1.0.0
genesis-commerce,billing_get_alerts,read_only,ALLOW,1.0.0
genesis-commerce,billing_get_audit_log,read_only,ALLOW,1.0.0
genesis-commerce,billing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-commerce,billing_import_ar_ledger,payment,DENY,1.0.0
genesis-commerce,code_format,read_only,ALLOW,1.0.0
genesis-commerce,commerce_configure_tax_engine,payment,DENY,1.0.0
genesis-commerce,commerce_get_alerts,read_only,ALLOW,1.0.0
genesis-commerce,commerce_get_audit_log,read_only,ALLOW,1.0.0
genesis-commerce,commerce_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-commerce,conduit,browser,ALLOW,1.0.0
genesis-commerce,data_bigquery_query,read_only,ALLOW,1.0.0
genesis-commerce,data_dbt_compile,filesystem_write,ALLOW,1.0.0
genesis-commerce,data_get_editor_context,read_only,ALLOW,1.0.0
genesis-commerce,data_get_gcp_connection,read_only,ALLOW,1.0.0
genesis-commerce,data_list_resource_templates,read_only,ALLOW,1.0.0
genesis-commerce,data_pipeline_design,filesystem_write,ALLOW,1.0.0
genesis-commerce,data_quality_check,read_only,ALLOW,1.0.0
genesis-commerce,data_read_resource,read_only,ALLOW,1.0.0
genesis-commerce,data_s3_signed_url,payment,DENY,1.0.0
genesis-commerce,domain_check_availability,read_only,ALLOW,1.0.0
genesis-commerce,domain_configure_dns,deployment,DENY,1.0.0
genesis-commerce,domain_generate_candidates,read_only,ALLOW,1.0.0
genesis-commerce,domain_get_cost_summary,read_only,ALLOW,1.0.0
genesis-commerce,file_write,filesystem_write,ALLOW,1.0.0
genesis-commerce,finance_generate_finance_report,read_only,ALLOW,1.0.0
genesis-commerce,finance_get_alerts,read_only,ALLOW,1.0.0
genesis-commerce,finance_get_audit_log,read_only,ALLOW,1.0.0
genesis-commerce,finance_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-commerce,finance_import_x402_transactions,payment,DENY,1.0.0
genesis-commerce,finance_sync_bank_fees,payment,DENY,1.0.0
genesis-commerce,genesis_call,subagent,DENY,1.0.0
genesis-commerce,github_tool,deployment,DENY,1.0.0
genesis-commerce,hr_bamboohr_query,network,ALLOW,1.0.0
genesis-commerce,hr_greenhouse_query,network,ALLOW,1.0.0
genesis-commerce,hr_lever_query,network,ALLOW,1.0.0
genesis-commerce,hr_template_generate,filesystem_write,ALLOW,1.0.0
genesis-commerce,pricing_deploy_pricing_update,payment,DENY,1.0.0
genesis-commerce,pricing_get_alerts,read_only,ALLOW,1.0.0
genesis-commerce,pricing_get_audit_log,read_only,ALLOW,1.0.0
genesis-commerce,pricing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-commerce,pricing_run_elasticity_experiment,payment,DENY,1.0.0
genesis-commerce,run_code,shell,DENY,1.0.0
genesis-commerce,screenshot_url,network,ALLOW,1.0.0
genesis-commerce,send_email,network,DENY,1.0.0
genesis-commerce,vision_analyze,network,ALLOW,1.0.0
genesis-commerce,vision_compare,network,ALLOW,1.0.0
genesis-commerce,vision_ocr,network,ALLOW,1.0.0
genesis-commerce,web_fetch,network,ALLOW,1.0.0
genesis-commerce,web_search,network,ALLOW,1.0.0
genesis-commerce,workflow_make_export,filesystem_write,ALLOW,1.0.0
genesis-commerce,workflow_n8n_export,filesystem_write,ALLOW,1.0.0
genesis-commerce,workflow_webhook_trigger,prohibited,DENY,1.0.0
genesis-commerce,workflow_zapier_export,filesystem_write,ALLOW,1.0.0
genesis-commerce,workspace_shell,shell,DENY,1.0.0
genesis-content,billing_deploy_plan_change,payment,DENY,1.0.0
genesis-content,billing_generate_revops_report,read_only,ALLOW,1.0.0
genesis-content,billing_get_alerts,read_only,ALLOW,1.0.0
genesis-content,billing_get_audit_log,read_only,ALLOW,1.0.0
genesis-content,billing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-content,billing_import_ar_ledger,payment,DENY,1.0.0
genesis-content,code_format,read_only,ALLOW,1.0.0
genesis-content,commerce_configure_tax_engine,payment,DENY,1.0.0
genesis-content,commerce_get_alerts,read_only,ALLOW,1.0.0
genesis-content,commerce_get_audit_log,read_only,ALLOW,1.0.0
genesis-content,commerce_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-content,conduit,browser,ALLOW,1.0.0
genesis-content,data_bigquery_query,read_only,ALLOW,1.0.0
genesis-content,data_dbt_compile,filesystem_write,ALLOW,1.0.0
genesis-content,data_get_editor_context,read_only,ALLOW,1.0.0
genesis-content,data_get_gcp_connection,read_only,ALLOW,1.0.0
genesis-content,data_list_resource_templates,read_only,ALLOW,1.0.0
genesis-content,data_pipeline_design,filesystem_write,ALLOW,1.0.0
genesis-content,data_quality_check,read_only,ALLOW,1.0.0
genesis-content,data_read_resource,read_only,ALLOW,1.0.0
genesis-content,data_s3_signed_url,payment,DENY,1.0.0
genesis-content,domain_check_availability,read_only,ALLOW,1.0.0
genesis-content,domain_configure_dns,deployment,DENY,1.0.0
genesis-content,domain_generate_candidates,read_only,ALLOW,1.0.0
genesis-content,domain_get_cost_summary,read_only,ALLOW,1.0.0
genesis-content,file_write,filesystem_write,ALLOW,1.0.0
genesis-content,finance_generate_finance_report,read_only,ALLOW,1.0.0
genesis-content,finance_get_alerts,read_only,ALLOW,1.0.0
genesis-content,finance_get_audit_log,read_only,ALLOW,1.0.0
genesis-content,finance_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-content,finance_import_x402_transactions,payment,DENY,1.0.0
genesis-content,finance_sync_bank_fees,payment,DENY,1.0.0
genesis-content,genesis_call,subagent,DENY,1.0.0
genesis-content,github_tool,deployment,DENY,1.0.0
genesis-content,hr_bamboohr_query,network,ALLOW,1.0.0
genesis-content,hr_greenhouse_query,network,ALLOW,1.0.0
genesis-content,hr_lever_query,network,ALLOW,1.0.0
genesis-content,hr_template_generate,filesystem_write,ALLOW,1.0.0
genesis-content,pricing_deploy_pricing_update,payment,DENY,1.0.0
genesis-content,pricing_get_alerts,read_only,ALLOW,1.0.0
genesis-content,pricing_get_audit_log,read_only,ALLOW,1.0.0
genesis-content,pricing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-content,pricing_run_elasticity_experiment,payment,DENY,1.0.0
genesis-content,run_code,shell,DENY,1.0.0
genesis-content,screenshot_url,network,ALLOW,1.0.0
genesis-content,send_email,network,DENY,1.0.0
genesis-content,vision_analyze,network,ALLOW,1.0.0
genesis-content,vision_compare,network,ALLOW,1.0.0
genesis-content,vision_ocr,network,ALLOW,1.0.0
genesis-content,web_fetch,network,ALLOW,1.0.0
genesis-content,web_search,network,ALLOW,1.0.0
genesis-content,workflow_make_export,filesystem_write,ALLOW,1.0.0
genesis-content,workflow_n8n_export,filesystem_write,ALLOW,1.0.0
genesis-content,workflow_webhook_trigger,network,ALLOW,1.0.0
genesis-content,workflow_zapier_export,filesystem_write,ALLOW,1.0.0
genesis-content,workspace_shell,shell,DENY,1.0.0
genesis-data-pipeline,billing_deploy_plan_change,payment,DENY,1.0.0
genesis-data-pipeline,billing_generate_revops_report,read_only,ALLOW,1.0.0
genesis-data-pipeline,billing_get_alerts,read_only,ALLOW,1.0.0
genesis-data-pipeline,billing_get_audit_log,read_only,ALLOW,1.0.0
genesis-data-pipeline,billing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-data-pipeline,billing_import_ar_ledger,payment,DENY,1.0.0
genesis-data-pipeline,code_format,read_only,ALLOW,1.0.0
genesis-data-pipeline,commerce_configure_tax_engine,payment,DENY,1.0.0
genesis-data-pipeline,commerce_get_alerts,read_only,ALLOW,1.0.0
genesis-data-pipeline,commerce_get_audit_log,read_only,ALLOW,1.0.0
genesis-data-pipeline,commerce_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-data-pipeline,conduit,browser,ALLOW,1.0.0
genesis-data-pipeline,data_bigquery_query,read_only,ALLOW,1.0.0
genesis-data-pipeline,data_dbt_compile,filesystem_write,ALLOW,1.0.0
genesis-data-pipeline,data_get_editor_context,read_only,ALLOW,1.0.0
genesis-data-pipeline,data_get_gcp_connection,read_only,ALLOW,1.0.0
genesis-data-pipeline,data_list_resource_templates,read_only,ALLOW,1.0.0
genesis-data-pipeline,data_pipeline_design,filesystem_write,ALLOW,1.0.0
genesis-data-pipeline,data_quality_check,read_only,ALLOW,1.0.0
genesis-data-pipeline,data_read_resource,read_only,ALLOW,1.0.0
genesis-data-pipeline,data_s3_signed_url,payment,DENY,1.0.0
genesis-data-pipeline,domain_check_availability,read_only,ALLOW,1.0.0
genesis-data-pipeline,domain_configure_dns,deployment,DENY,1.0.0
genesis-data-pipeline,domain_generate_candidates,read_only,ALLOW,1.0.0
genesis-data-pipeline,domain_get_cost_summary,read_only,ALLOW,1.0.0
genesis-data-pipeline,file_write,filesystem_write,ALLOW,1.0.0
genesis-data-pipeline,finance_generate_finance_report,read_only,ALLOW,1.0.0
genesis-data-pipeline,finance_get_alerts,read_only,ALLOW,1.0.0
genesis-data-pipeline,finance_get_audit_log,read_only,ALLOW,1.0.0
genesis-data-pipeline,finance_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-data-pipeline,finance_import_x402_transactions,payment,DENY,1.0.0
genesis-data-pipeline,finance_sync_bank_fees,payment,DENY,1.0.0
genesis-data-pipeline,genesis_call,subagent,DENY,1.0.0
genesis-data-pipeline,github_tool,deployment,DENY,1.0.0
genesis-data-pipeline,hr_bamboohr_query,network,DENY,1.0.0
genesis-data-pipeline,hr_greenhouse_query,network,DENY,1.0.0
genesis-data-pipeline,hr_lever_query,network,DENY,1.0.0
genesis-data-pipeline,hr_template_generate,filesystem_write,ALLOW,1.0.0
genesis-data-pipeline,pricing_deploy_pricing_update,payment,DENY,1.0.0
genesis-data-pipeline,pricing_get_alerts,read_only,ALLOW,1.0.0
genesis-data-pipeline,pricing_get_audit_log,read_only,ALLOW,1.0.0
genesis-data-pipeline,pricing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-data-pipeline,pricing_run_elasticity_experiment,payment,DENY,1.0.0
genesis-data-pipeline,run_code,shell,ALLOW,1.0.0
genesis-data-pipeline,screenshot_url,network,DENY,1.0.0
genesis-data-pipeline,send_email,network,DENY,1.0.0
genesis-data-pipeline,vision_analyze,network,DENY,1.0.0
genesis-data-pipeline,vision_compare,network,DENY,1.0.0
genesis-data-pipeline,vision_ocr,network,DENY,1.0.0
genesis-data-pipeline,web_fetch,network,DENY,1.0.0
genesis-data-pipeline,web_search,network,DENY,1.0.0
genesis-data-pipeline,workflow_make_export,filesystem_write,ALLOW,1.0.0
genesis-data-pipeline,workflow_n8n_export,filesystem_write,ALLOW,1.0.0
genesis-data-pipeline,workflow_webhook_trigger,network,DENY,1.0.0
genesis-data-pipeline,workflow_zapier_export,filesystem_write,ALLOW,1.0.0
genesis-data-pipeline,workspace_shell,shell,ALLOW,1.0.0
genesis-deploy,billing_deploy_plan_change,payment,DENY,1.0.0
genesis-deploy,billing_generate_revops_report,read_only,ALLOW,1.0.0
genesis-deploy,billing_get_alerts,read_only,ALLOW,1.0.0
genesis-deploy,billing_get_audit_log,read_only,ALLOW,1.0.0
genesis-deploy,billing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-deploy,billing_import_ar_ledger,payment,DENY,1.0.0
genesis-deploy,code_format,read_only,ALLOW,1.0.0
genesis-deploy,commerce_configure_tax_engine,payment,DENY,1.0.0
genesis-deploy,commerce_get_alerts,read_only,ALLOW,1.0.0
genesis-deploy,commerce_get_audit_log,read_only,ALLOW,1.0.0
genesis-deploy,commerce_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-deploy,conduit,browser,ALLOW,1.0.0
genesis-deploy,data_bigquery_query,read_only,ALLOW,1.0.0
genesis-deploy,data_dbt_compile,filesystem_write,ALLOW,1.0.0
genesis-deploy,data_get_editor_context,read_only,ALLOW,1.0.0
genesis-deploy,data_get_gcp_connection,read_only,ALLOW,1.0.0
genesis-deploy,data_list_resource_templates,read_only,ALLOW,1.0.0
genesis-deploy,data_pipeline_design,filesystem_write,ALLOW,1.0.0
genesis-deploy,data_quality_check,read_only,ALLOW,1.0.0
genesis-deploy,data_read_resource,read_only,ALLOW,1.0.0
genesis-deploy,data_s3_signed_url,payment,DENY,1.0.0
genesis-deploy,domain_check_availability,read_only,ALLOW,1.0.0
genesis-deploy,domain_configure_dns,deployment,ALLOW,1.0.0
genesis-deploy,domain_generate_candidates,read_only,ALLOW,1.0.0
genesis-deploy,domain_get_cost_summary,read_only,ALLOW,1.0.0
genesis-deploy,file_write,filesystem_write,ALLOW,1.0.0
genesis-deploy,finance_generate_finance_report,read_only,ALLOW,1.0.0
genesis-deploy,finance_get_alerts,read_only,ALLOW,1.0.0
genesis-deploy,finance_get_audit_log,read_only,ALLOW,1.0.0
genesis-deploy,finance_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-deploy,finance_import_x402_transactions,payment,DENY,1.0.0
genesis-deploy,finance_sync_bank_fees,payment,DENY,1.0.0
genesis-deploy,genesis_call,subagent,DENY,1.0.0
genesis-deploy,github_tool,deployment,ALLOW,1.0.0
genesis-deploy,hr_bamboohr_query,network,ALLOW,1.0.0
